COMMAND     PID             USER   FD      TYPE             DEVICE   SIZE/OFF                NODE NAME
UserEvent   595 tokuyamamorimasa   16r      DIR               1,16       2208            30297475 /Library
UserEvent   595 tokuyamamorimasa   17r      DIR               1,16        672 1152921500311879682 /System/Volumes/Data
UserEvent   595 tokuyamamorimasa   18r      DIR               1,16        448 1152921500312488315 /System/Volumes
UserEvent   595 tokuyamamorimasa   19r      DIR               1,16        320 1152921500311879701 /System
UserEvent   595 tokuyamamorimasa   20r      DIR               1,16        192             1474580 /Users/tokuyamamorimasa/Library/LaunchAgents
UserEvent   595 tokuyamamorimasa   21r      DIR               1,16       3424              252240 /Users/tokuyamamorimasa/Library
UserEvent   595 tokuyamamorimasa   22r      DIR               1,16       3008              252233 /Users/tokuyamamorimasa
UserEvent   595 tokuyamamorimasa   23r      DIR               1,16        160               23684 /Users
UserEvent   595 tokuyamamorimasa   24r      DIR               1,16        672 1152921500311879682 /System/Volumes/Data
UserEvent   595 tokuyamamorimasa   25r      DIR               1,16        448 1152921500312488315 /System/Volumes
UserEvent   595 tokuyamamorimasa   26r      DIR               1,16        320 1152921500311879701 /System
UserEvent   595 tokuyamamorimasa   27r      DIR               1,16      19008              252586 /Users/tokuyamamorimasa/Library/Containers
UserEvent   595 tokuyamamorimasa   28r      DIR               1,16        768              259162 /Users/tokuyamamorimasa/Library/Caches/com.apple.appstoreagent
UserEvent   595 tokuyamamorimasa   29   NPOLICY                                                   
UserEvent   595 tokuyamamorimasa   30r      DIR               1,16       4000            30313348 /private/var/db
UserEvent   595 tokuyamamorimasa   31r      DIR               1,16       1120            30313293 /private/var
UserEvent   595 tokuyamamorimasa   32r      DIR               1,16        192            30312866 /private
UserEvent   595 tokuyamamorimasa   33r      DIR               1,16        672 1152921500311879682 /System/Volumes/Data
UserEvent   595 tokuyamamorimasa   34r      DIR               1,16        448 1152921500312488315 /System/Volumes
UserEvent   595 tokuyamamorimasa   35r      DIR               1,16        320 1152921500311879701 /System
UserEvent   595 tokuyamamorimasa   36r      DIR               1,16         64            30313398 /private/var/db/PanicReporter
UserEvent   595 tokuyamamorimasa   37r      DIR               1,16       4000            30313348 /private/var/db
UserEvent   595 tokuyamamorimasa   38r      DIR               1,16       1120            30313293 /private/var
UserEvent   595 tokuyamamorimasa   39r      DIR               1,16        192            30312866 /private
UserEvent   595 tokuyamamorimasa   40r      DIR               1,16        672 1152921500311879682 /System/Volumes/Data
UserEvent   595 tokuyamamorimasa   41r      DIR               1,16        448 1152921500312488315 /System/Volumes
UserEvent   595 tokuyamamorimasa   42r      DIR               1,16        320 1152921500311879701 /System
UserEvent   595 tokuyamamorimasa   43r      DIR               1,16       4896              252275 /Users/tokuyamamorimasa/Library/Caches
UserEvent   595 tokuyamamorimasa   44r      DIR               1,16       3424              252240 /Users/tokuyamamorimasa/Library
UserEvent   595 tokuyamamorimasa   45u     unix 0x9115f7317ac0caff        0t0                     ->0x9115f7317ac0a0cf
UserEvent   595 tokuyamamorimasa   46r      DIR               1,16       3424              252240 /Users/tokuyamamorimasa/Library
UserEvent   595 tokuyamamorimasa   47u     unix 0x9115f7317abfea2f        0t0                     ->0x9115f7317ac099c7
UserEvent   595 tokuyamamorimasa   48r      DIR               1,16       3008              252233 /Users/tokuyamamorimasa
